dienststelle,code,ort,lage,richtung,genauigkeit,lat,lon,gefunden_als,osm_link,osm_methode,osm_lat,osm_lon,abstand_osm_m,abstand_strasse_m,stadtteil_laut_ort,stadtteil_des_punkts,pruefen,osm_link_abgleich,manuell
S-02,2163,Lindenthal,Militärring v.Bachemer Landstr,in Fahrtrichtung Dürener Straße,stadtteil,50.929897,6.9144,"Lindenthal, Köln, NW, Deutschland",https://www.openstreetmap.org/?mlat=50.929897&mlon=6.914400#map=18/50.929897/6.914400,osm_kreuzung Bachemer Landstraße,50.920394,6.891318,1934,5000,Lindenthal,Lindenthal,genauigkeit=stadtteil; 1934 m von OSM-Kreuzung; 5000 m neben der Straße,https://www.openstreetmap.org/?mlat=50.920394&mlon=6.891318#map=18/50.920394/6.891318,"50.920394,6.891318 · OSM-Abgleich: Geocoder fand nur den Stadtteil; ersetzt durch OSM-Kreuzung mit Bachemer Landstraße"
S-02,2168,Bayenthal,Gustav-Heinemann-Ufer 72-88a,in Fahrtrichtung Tacitusstraße,hausnummer,50.913159,6.971343,"Gustav-Heinemann-Ufer 72, Bayenthal, 50968 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.913159&mlon=6.971343#map=18/50.913159/6.971343,osm_hausnummer 72–88a,50.912759,6.971886,59,40,Bayenthal,Bayenthal,,https://www.openstreetmap.org/?mlat=50.912759&mlon=6.971886#map=18/50.912759/6.971886,
S-02,2172,Neustadt/Nord,Hansaring 98a bis Ebertplatz 2,in Fahrtrichtung Ebertplatz,hausnummer,50.949798,6.95543,"Hansaring 98a, 50670 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.949798&mlon=6.955430#map=18/50.949798/6.955430,osm_hausnummer 98a,50.949795,6.95547,3,14,Neustadt/Nord,Neustadt/Nord,,https://www.openstreetmap.org/?mlat=50.949795&mlon=6.955470#map=18/50.949795/6.955470,
S-02,2174,Junkersdorf,Vogelsanger Weg Höhe Haus 16-8,in Fahrtrichtung Am Weidenpesch,hausnummer,50.933674,6.85365,"Vogelsanger Weg 16, Junkersdorf, 50858 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.933674&mlon=6.853650#map=18/50.933674/6.853650,osm_hausnummer 16–8,50.933476,6.853683,22,17,Junkersdorf,Junkersdorf,,https://www.openstreetmap.org/?mlat=50.933476&mlon=6.853683#map=18/50.933476/6.853683,
S-02,2175,Bickendorf,Venloer Str. 20mtr.vor Lat.238,in Fahrtr. Mathias-Brüggen-Straße,stadtteil,50.959889,6.901151,"Bickendorf, Köln, NW, Deutschland",https://www.openstreetmap.org/?mlat=50.959889&mlon=6.901151#map=18/50.959889/6.901151,osm_strasse (±1150 m),50.960919,6.893484,550,239,Bickendorf,Bickendorf,genauigkeit=stadtteil; 239 m neben der Straße,https://www.openstreetmap.org/?mlat=50.960919&mlon=6.893484#map=18/50.960919/6.893484,", · OSM-Abgleich: Geocoder fand nur den Stadtteil; Straße im Stadtteil zu lang für einen verlässlichen Punkt (±1150 m) → weggelassen"
S-02,2177,Klettenberg,Luxemburger Str. Höhe 447-429,in Fahrtrichtung stadteinwärts,hausnummer,50.906459,6.918291,"Luxemburger Straße 447, Klettenberg, 50939 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.906459&mlon=6.918291#map=18/50.906459/6.918291,osm_hausnummer 447–429,50.906905,6.918743,59,17,Klettenberg,Klettenberg,,https://www.openstreetmap.org/?mlat=50.906905&mlon=6.918743#map=18/50.906905/6.918743,
S-02,2181,Mülheim,Deutz-Mülheimer Straße 180-186,in Fahrtrichtung Auenweg,hausnummer,50.951269,6.989193,"Deutz-Mülheimer Straße 180, 51063 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.951269&mlon=6.989193#map=18/50.951269/6.989193,osm_hausnummer 180,50.951269,6.989193,0,19,Mülheim,Mülheim,,https://www.openstreetmap.org/?mlat=50.951269&mlon=6.989193#map=18/50.951269/6.989193,
S-02,2182,Braunsfeld,Stolberger Str. Höhe 114a-108,in Fahrtrichtung Maarweg,hausnummer,50.942902,6.896469,"Stolberger Straße 114a, Braunsfeld, 50933 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.942902&mlon=6.896469#map=18/50.942902/6.896469,osm_hausnummer 114a–108,50.942558,6.897092,58,90,Braunsfeld,Braunsfeld,90 m neben der Straße,https://www.openstreetmap.org/?mlat=50.942558&mlon=6.897092#map=18/50.942558/6.897092,
S-02,2189,Rodenkirchen,Ringstraße Höhe Haus 70-72,in Fahrtrichtung Sürther Straße,hausnummer,50.886026,6.997216,"Ringstraße 70, Rodenkirchen, 50996 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.886026&mlon=6.997216#map=18/50.886026/6.997216,osm_hausnummer 70–72,50.885965,6.997298,9,19,Rodenkirchen,Rodenkirchen,,https://www.openstreetmap.org/?mlat=50.885965&mlon=6.997298#map=18/50.885965/6.997298,
S-02,2190,Rodenkirchen,"Ringstraße, Höhe Haus 72-70",in Fahrtrichtung Brückenstraße,hausnummer,50.8859,6.99738,"Ringstraße 72, Rodenkirchen, 50996 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.885900&mlon=6.997380#map=18/50.885900/6.997380,osm_hausnummer 72–70,50.885965,6.997298,9,17,Rodenkirchen,Rodenkirchen,,https://www.openstreetmap.org/?mlat=50.885965&mlon=6.997298#map=18/50.885965/6.997298,
S-02,2193,Neustadt/Nord,"Hohenzollernring, Laterne 8-10",in Fahrtrichtung Friesenplatz,stadtteil,50.947923,6.941061,"Neustadt/Nord, Köln, NW, Deutschland",https://www.openstreetmap.org/?mlat=50.947923&mlon=6.941061#map=18/50.947923/6.941061,osm_strasse (±380 m),50.939763,6.93984,912,579,Neustadt/Nord,Neustadt/Nord,genauigkeit=stadtteil; 579 m neben der Straße,https://www.openstreetmap.org/?mlat=50.939763&mlon=6.939840#map=18/50.939763/6.939840,"50.939763,6.939840 · OSM-Abgleich: Geocoder fand nur den Stadtteil; ersetzt durch OSM-Straßenmitte im Stadtteil (±380 m)"
S-02,2198,Weiden,Aachener Straße Höhe 1356-1372,in Fahrtrichtung stadtauswärts,hausnummer,50.938726,6.822215,"Aachener Straße 1356, Weiden, 50859 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.938726&mlon=6.822215#map=18/50.938726/6.822215,osm_hausnummer 1356–1372,50.938783,6.821718,35,15,Weiden,Weiden,,https://www.openstreetmap.org/?mlat=50.938783&mlon=6.821718#map=18/50.938783/6.821718,
S-02,2201,Merheim,Ostmerheimer Str. ggü. 399-423,in Fahrtrichtung Kratzweg,hausnummer,50.947757,7.049918,"Ostmerheimer Straße 399, 51109 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.947757&mlon=7.049918#map=18/50.947757/7.049918,osm_hausnummer 399–423,50.948057,7.04986,34,17,Merheim,Merheim,,https://www.openstreetmap.org/?mlat=50.948057&mlon=7.049860#map=18/50.948057/7.049860,
S-02,2202,Altstadt/Nord,Turiner Str. Höhe Laterne 5-11,in Fahrtrichtung Ebertplatz,strasse,50.946128,6.95734,"Turiner Straße, 50668 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.946128&mlon=6.957340#map=18/50.946128/6.957340,osm_strasse (±320 m),50.947326,6.957967,140,0,Altstadt-Nord,Altstadt-Nord,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.947326&mlon=6.957967#map=18/50.947326/6.957967,
S-02,2203,Merheim,Kratzweg ggü. Haus Nr. 106-76,in Fahrtrichtung Kieskaulerweg,hausnummer,50.94599,7.049001,"Kratzweg 106, Merheim, 51109 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.945990&mlon=7.049001#map=18/50.945990/7.049001,osm_hausnummer 106–76,50.945689,7.048278,61,20,Merheim,Merheim,,https://www.openstreetmap.org/?mlat=50.945689&mlon=7.048278#map=18/50.945689/7.048278,
S-02,2204,Merheim,Kratzweg ggü. Haus Nr. 76-106,in Fahrtr. Ostmerheimer Straße,hausnummer,50.945392,7.047551,"Kratzweg 76, Merheim, 51109 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.945392&mlon=7.047551#map=18/50.945392/7.047551,osm_hausnummer 76–106,50.945689,7.048278,61,18,Merheim,Merheim,,https://www.openstreetmap.org/?mlat=50.945689&mlon=7.048278#map=18/50.945689/7.048278,
S-02,2207,Niehl,Sebastianstraße Hausnr.203-217,in Fahrtrichtung Niehler Damm,hausnummer,50.991129,6.961388,"Sebastianstraße 203, Niehl, 50735 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.991129&mlon=6.961388#map=18/50.991129/6.961388,osm_hausnummer 203–217,50.991345,6.961479,25,23,Niehl,Niehl,,https://www.openstreetmap.org/?mlat=50.991345&mlon=6.961479#map=18/50.991345/6.961479,
S-02,2208,Niehl,"Sebastianstraße, Höhe 207-187",in Fahrtrichtung Niehler Straße,hausnummer,50.991304,6.96161,"Sebastianstraße 207, Niehl, 50735 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.991304&mlon=6.961610#map=18/50.991304/6.961610,osm_hausnummer 207–187,50.990826,6.961501,54,9,Niehl,Niehl,,https://www.openstreetmap.org/?mlat=50.990826&mlon=6.961501#map=18/50.990826/6.961501,
S-02,2209,Sürth,H.-Erpenbach-Str.i.H.Haus 34,in Fahrtrichtung Kölnstraße,stadtteil,50.862273,7.006773,"Sürth, Köln, NW, Deutschland",https://www.openstreetmap.org/?mlat=50.862273&mlon=7.006773#map=18/50.862273/7.006773,osm_hausnummer 34,50.866856,7.004893,527,339,Sürth,Sürth,genauigkeit=stadtteil; 527 m von OSM-Hausnummer; 339 m neben der Straße,https://www.openstreetmap.org/?mlat=50.866856&mlon=7.004893#map=18/50.866856/7.004893,"50.866856,7.004893 · OSM-Abgleich: Geocoder fand nur den Stadtteil; ersetzt durch OSM-Adresse Nr. 34"
S-02,2211,Merheim,Auf dem Eichenbrett Lat.7-11,in Fahrtrichtung Ostmerheimer Str.,strasse,50.942293,7.055431,"Auf dem Eichenbrett, Merheim, 51109 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.942293&mlon=7.055431#map=18/50.942293/7.055431,osm_strasse (±210 m),50.942001,7.054577,68,0,Merheim,Merheim,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.942001&mlon=7.054577#map=18/50.942001/7.054577,
S-02,2213,Niehl,Boltenstern Str. ggü. 341-339,in Fahrtr. Friedrich-Karl-Straße,hausnummer,50.978798,6.970734,"Boltensternstraße 341, Niehl, 50735 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.978798&mlon=6.970734#map=18/50.978798/6.970734,osm_hausnummer 341–339,50.978705,6.970841,13,29,Niehl,Niehl,,https://www.openstreetmap.org/?mlat=50.978705&mlon=6.970841#map=18/50.978705/6.970841,
S-02,2214,Niehl,Boltenstern Str. ggü. 339-341,in Fahrtrichtung Amsterdamer Straße,hausnummer,50.978591,6.97097,"Boltensternstraße 339, Niehl, 50735 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.978591&mlon=6.970970#map=18/50.978591/6.970970,osm_hausnummer 339–341,50.978705,6.970841,16,26,Niehl,Niehl,,https://www.openstreetmap.org/?mlat=50.978705&mlon=6.970841#map=18/50.978705/6.970841,
S-02,2215,Humboldt-Gremberg,Am Grauen Stein Nr.14-6,in Fahrtrichtung Gremberger Straße,hausnummer,50.928298,6.993987,"Am Grauen Stein 14, 51105 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.928298&mlon=6.993987#map=18/50.928298/6.993987,osm_hausnummer 14–6,50.928584,6.994304,39,25,Humboldt/Gremberg,Humboldt/Gremberg,,https://www.openstreetmap.org/?mlat=50.928584&mlon=6.994304#map=18/50.928584/6.994304,
S-02,2216,Worringen,Üdesheimer Weg Haus 19-37,in Fahrtrichtung Hackhauser Weg,hausnummer,51.059517,6.857404,"Üdesheimer Weg 19, Worringen, 50769 Köln, Deutschland",https://www.openstreetmap.org/?mlat=51.059517&mlon=6.857404#map=18/51.059517/6.857404,osm_hausnummer 19–37,51.060099,6.857013,70,16,Worringen,Worringen,,https://www.openstreetmap.org/?mlat=51.060099&mlon=6.857013#map=18/51.060099/6.857013,
S-02,2217,Zollstock,Am Vorgebirgstor Höhe 37-19a,in Fahrtrichtung Vorgebirg Straße,hausnummer,50.916131,6.942292,"Am Vorgebirgstor 37, Zollstock, 50969 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.916131&mlon=6.942292#map=18/50.916131/6.942292,osm_hausnummer 37–19a,50.915793,6.943268,78,42,Zollstock,Zollstock,,https://www.openstreetmap.org/?mlat=50.915793&mlon=6.943268#map=18/50.915793/6.943268,
S-02,2221,Worringen,Üdesheimer Weg Hausnr.37-19,in Fahrtrichtumg Krebelspfad,hausnummer,51.060663,6.856634,"Üdesheimer Weg 37, Worringen, 50769 Köln, Deutschland",https://www.openstreetmap.org/?mlat=51.060663&mlon=6.856634#map=18/51.060663/6.856634,osm_hausnummer 37–19,51.060099,6.857013,68,15,Worringen,Worringen,,https://www.openstreetmap.org/?mlat=51.060099&mlon=6.857013#map=18/51.060099/6.857013,
S-02,2223,Riehl,Boltensternstr. Nr.95-25,in Fahrtrichtung Niederländer Ufer,hausnummer,50.96726,6.979192,"Boltensternstraße 95, Riehl, 50735 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.967260&mlon=6.979192#map=18/50.967260/6.979192,osm_hausnummer 95–25,50.965755,6.979976,176,14,Riehl,Riehl,176 m von OSM-Hausnummer,https://www.openstreetmap.org/?mlat=50.965755&mlon=6.979976#map=18/50.965755/6.979976,"50.965755,6.979976 · OSM-Abgleich: Geocoder-Punkt 176 m von der OSM-Adresse entfernt; ersetzt durch OSM-Adresse Nr. 95–25"
S-02,2228,Worringen,Hackenbroicher Straße 167-103,in Fahrtrichtung Bitterstraße,hausnummer,51.064202,6.848932,"Hackenbroicher Straße 167, Worringen, 50769 Köln, Deutschland",https://www.openstreetmap.org/?mlat=51.064202&mlon=6.848932#map=18/51.064202/6.848932,osm_hausnummer 167–103,51.064351,6.851833,204,18,Worringen,Worringen,204 m von OSM-Hausnummer,https://www.openstreetmap.org/?mlat=51.064351&mlon=6.851833#map=18/51.064351/6.851833,"51.064351,6.851833 · OSM-Abgleich: Geocoder-Punkt 204 m von der OSM-Adresse entfernt; ersetzt durch OSM-Adresse Nr. 167–103"
S-02,2230,Libur,Lib.Landstr.zw.Urbanusstr/Wall,in Fahrtrichtung Am Liburer Wall,stadtteil,50.838733,7.071327,"Libur, Köln, NW, Deutschland",https://www.openstreetmap.org/?mlat=50.838733&mlon=7.071327#map=18/50.838733/7.071327,osm_strasse (±1910 m),50.846816,7.077166,988,378,Libur,Libur,genauigkeit=stadtteil; 378 m neben der Straße,https://www.openstreetmap.org/?mlat=50.846816&mlon=7.077166#map=18/50.846816/7.077166,", · OSM-Abgleich: Geocoder fand nur den Stadtteil; Straße im Stadtteil zu lang für einen verlässlichen Punkt (±1910 m) → weggelassen"
S-02,2233,Worringen,Hackenbroicher Str.Höhe 77-167,in Fahrtrichtung Alte Straße,hausnummer,51.064712,6.857504,"Hackenbroicher Straße 77, Worringen, 50769 Köln, Deutschland",https://www.openstreetmap.org/?mlat=51.064712&mlon=6.857504#map=18/51.064712/6.857504,osm_hausnummer 77–167,51.064451,6.853218,302,17,Worringen,Worringen,302 m von OSM-Hausnummer,https://www.openstreetmap.org/?mlat=51.064451&mlon=6.853218#map=18/51.064451/6.853218,"51.064451,6.853218 · OSM-Abgleich: Geocoder-Punkt 302 m von der OSM-Adresse entfernt; ersetzt durch OSM-Adresse Nr. 77–167"
S-02,2234,Neustadt/Nord,Krefelder Str. Höhe Haus 16-74,in Fahrtrichtung Innere Kanalstraße,hausnummer,50.950679,6.952699,"Krefelder Straße 16, 50670 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.950679&mlon=6.952699#map=18/50.950679/6.952699,osm_hausnummer 16–74,50.952143,6.951952,171,13,Neustadt/Nord,Neustadt/Nord,171 m von OSM-Hausnummer,https://www.openstreetmap.org/?mlat=50.952143&mlon=6.951952#map=18/50.952143/6.951952,"50.952143,6.951952 · OSM-Abgleich: Geocoder-Punkt 171 m von der OSM-Adresse entfernt; ersetzt durch OSM-Adresse Nr. 16–74"
S-02,2236,Bilderstöckchen,Äußere Kanalstr. Lat.142-150,in Fahrtrichtung Escher Straße,stadtteil,50.968654,6.929361,"Bilderstöckchen, Köln, NW, Deutschland",https://www.openstreetmap.org/?mlat=50.968654&mlon=6.929361#map=18/50.968654/6.929361,osm_strasse (±270 m),50.971077,6.920049,707,675,Bilderstöckchen,Bilderstöckchen,genauigkeit=stadtteil; 675 m neben der Straße,https://www.openstreetmap.org/?mlat=50.971077&mlon=6.920049#map=18/50.971077/6.920049,"50.971077,6.920049 · OSM-Abgleich: Geocoder fand nur den Stadtteil; ersetzt durch OSM-Straßenmitte im Stadtteil (±270 m)"
S-02,2239,Neustadt/Nord,Krefelder Str. Höhe Haus 74-16,in Fahrtrichtung Hansaring,hausnummer,50.953606,6.951219,"Krefelder Straße 74, 50670 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.953606&mlon=6.951219#map=18/50.953606/6.951219,osm_hausnummer 74–16,50.952143,6.951952,171,19,Neustadt/Nord,Neustadt/Nord,171 m von OSM-Hausnummer,https://www.openstreetmap.org/?mlat=50.952143&mlon=6.951952#map=18/50.952143/6.951952,"50.952143,6.951952 · OSM-Abgleich: Geocoder-Punkt 171 m von der OSM-Adresse entfernt; ersetzt durch OSM-Adresse Nr. 74–16"
S-02,2246,Vingst,Ostheimer Str. Höhe Haus 30-48,in Fahrtrichtung Burgstraße,hausnummer,50.933329,7.019458,"Ostheimer Straße 30, Vingst, 51103 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.933329&mlon=7.019458#map=18/50.933329/7.019458,osm_hausnummer 30–48,50.933211,7.020146,50,12,Vingst,Vingst,,https://www.openstreetmap.org/?mlat=50.933211&mlon=7.020146#map=18/50.933211/7.020146,
S-02,2247,Neustadt/Nord,"Maybachstraße, Höhe Haus 8-12",in Fahrtrichtung Am Kümpchenshof,hausnummer,50.946487,6.943791,"Maybachstraße 8, 50670 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.946487&mlon=6.943791#map=18/50.946487/6.943791,osm_hausnummer 8–12,50.946567,6.9439,12,18,Neustadt/Nord,Neustadt/Nord,,https://www.openstreetmap.org/?mlat=50.946567&mlon=6.943900#map=18/50.946567/6.943900,
S-02,2249,Nippes,"Neusser Straße, Höhe 420-400",in Fahrtrichtung stadteinwärts,hausnummer,50.971412,6.952223,"Neusser Straße 420, Nippes, 50733 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.971412&mlon=6.952223#map=18/50.971412/6.952223,osm_hausnummer 420,50.971413,6.952223,0,30,Nippes,Nippes,,https://www.openstreetmap.org/?mlat=50.971413&mlon=6.952223#map=18/50.971413/6.952223,
S-02,2250,Nippes,"Neusser Straße, Höhe 400-420",in Fahrtrichtung stadtauswärts,hausnummer,50.970449,6.952191,"Neusser Straße 400, Nippes, 50733 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.970449&mlon=6.952191#map=18/50.970449/6.952191,osm_strasse (±1140 m),50.963413,6.953962,792,0,Nippes,Nippes,,https://www.openstreetmap.org/?mlat=50.963413&mlon=6.953962#map=18/50.963413/6.953962,
S-02,2251,Vingst,Ostheimer Str. Höhe Haus 48-30,in Fahrtrichtung Homarstraße,hausnummer,50.933147,7.020796,"Ostheimer Straße 48, Vingst, 51103 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.933147&mlon=7.020796#map=18/50.933147/7.020796,osm_hausnummer 48–30,50.933211,7.020146,46,16,Vingst,Vingst,,https://www.openstreetmap.org/?mlat=50.933211&mlon=7.020146#map=18/50.933211/7.020146,
S-02,2256,Wahnheide,Heidestraße Höhe Haus 197-187,in Fahrtrichtung Wahn,hausnummer,50.85919,7.102489,"Heidestraße 197, Wahnheide, 51147 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.859190&mlon=7.102489#map=18/50.859190/7.102489,osm_hausnummer 197–187,50.85915,7.101987,35,24,Wahnheide,Wahnheide,,https://www.openstreetmap.org/?mlat=50.859150&mlon=7.101987#map=18/50.859150/7.101987,
S-02,2259,Bilderstöckchen,"Escher Straße,Haus Nr.304-282",in fahrtrichtung SchiefersburgerWeg,hausnummer,50.972134,6.924123,"Escher Straße 304, Bilderstöckchen, 50739 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.972134&mlon=6.924123#map=18/50.972134/6.924123,osm_hausnummer 304–282,50.971316,6.925368,126,24,Bilderstöckchen,Bilderstöckchen,,https://www.openstreetmap.org/?mlat=50.971316&mlon=6.925368#map=18/50.971316/6.925368,
S-02,2262,Deutz,"Siegburger Straße, Höhe 57-103",in Fahrtrichtung Poll,hausnummer,50.934849,6.971082,"Siegburger Straße 57, Deutz, 50679 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.934849&mlon=6.971082#map=18/50.934849/6.971082,osm_hausnummer 57–103,50.934022,6.971171,92,18,Deutz,Deutz,,https://www.openstreetmap.org/?mlat=50.934022&mlon=6.971171#map=18/50.934022/6.971171,
S-02,2264,Vingst,Lustheider Str. Höhe Lat.32-36,in Fahrtrichtung Vingster Ring,strasse,50.935491,7.026673,"Lustheider Straße, Vingst, 51103 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.935491&mlon=7.026673#map=18/50.935491/7.026673,osm_strasse (±430 m),50.935843,7.02714,51,0,Vingst,Vingst,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.935843&mlon=7.027140#map=18/50.935843/7.027140,
S-02,2265,Bilderstöckchen,Escher Str. Höhe Haus 282-304,in Fahrtrichtung Am Bilderstöckchen,hausnummer,50.970498,6.926614,"Escher Straße 282, Bilderstöckchen, 50739 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.970498&mlon=6.926614#map=18/50.970498/6.926614,osm_hausnummer 282–304,50.971316,6.925368,126,30,Bilderstöckchen,Bilderstöckchen,,https://www.openstreetmap.org/?mlat=50.971316&mlon=6.925368#map=18/50.971316/6.925368,
S-02,2270,Neustadt/Süd,"Salierring, Höhe Haus 26-38",in Fahrtrichtung Barbarossaplatz,hausnummer,50.927292,6.945058,"Salierring 26, 50677 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.927292&mlon=6.945058#map=18/50.927292/6.945058,osm_hausnummer 26–38,50.927664,6.944392,62,14,Neustadt/Süd,Neustadt/Süd,,https://www.openstreetmap.org/?mlat=50.927664&mlon=6.944392#map=18/50.927664/6.944392,
S-02,2274,Buchforst,"Bertoldistraße, Höhe Lat.14-10",in Fahrtrichtung Heidelberger Str.,stadtteil,50.950562,7.005472,"Buchforst, Köln, NW, Deutschland",https://www.openstreetmap.org/?mlat=50.950562&mlon=7.005472#map=18/50.950562/7.005472,osm_strasse (±140 m),50.954386,7.004056,437,319,Buchforst,Buchforst,genauigkeit=stadtteil; 319 m neben der Straße,https://www.openstreetmap.org/?mlat=50.954386&mlon=7.004056#map=18/50.954386/7.004056,"50.954386,7.004056 · OSM-Abgleich: Geocoder fand nur den Stadtteil; ersetzt durch OSM-Straßenmitte im Stadtteil (±140 m)"
S-02,2276,Sürth,"Kölnstraße, Höhe Haus Nr.19-53",in Fahrtrichtung Am Feldrain,hausnummer,50.866642,7.010411,"Sürth, Kölnstraße 19, 50999 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.866642&mlon=7.010411#map=18/50.866642/7.010411,osm_hausnummer 19–53,50.867603,7.009071,142,19,Sürth,Sürth,,https://www.openstreetmap.org/?mlat=50.867603&mlon=7.009071#map=18/50.867603/7.009071,
S-02,2288,Nippes,Neusser Str. Höhe Haus 327-377,in Fahrtrichtung Niehler Kirchweg,hausnummer,50.966824,6.953017,"Neusser Straße 327, Nippes, 50733 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.966824&mlon=6.953017#map=18/50.966824/6.953017,osm_hausnummer 327–377,50.9681,6.952673,144,19,Nippes,Nippes,,https://www.openstreetmap.org/?mlat=50.968100&mlon=6.952673#map=18/50.968100/6.952673,
S-02,2290,Braunsfeld,"Stolberger Str., Höhe 110-114a",in Fahrtrichtung Eupener Straße,hausnummer,50.942208,6.897425,"Stolberger Straße 110, Braunsfeld, 50933 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.942208&mlon=6.897425#map=18/50.942208/6.897425,osm_hausnummer 110–114a,50.942555,6.896913,53,18,Braunsfeld,Braunsfeld,,https://www.openstreetmap.org/?mlat=50.942555&mlon=6.896913#map=18/50.942555/6.896913,
S-02,2292,Niehl,Amsterdamer Str. Höhe Haus 192,in Fahrtrichtung Stadtauswärts,hausnummer,50.973673,6.970122,"Amsterdamer Straße 192, Niehl, 50735 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.973673&mlon=6.970122#map=18/50.973673/6.970122,osm_hausnummer 192,50.973673,6.970122,0,52,Niehl,Niehl,,https://www.openstreetmap.org/?mlat=50.973673&mlon=6.970122#map=18/50.973673/6.970122,
S-02,2293,Nippes,Neusser Str. Höhe Haus 377-327,in Fahrtrichtung Schillstraße,hausnummer,50.969384,6.952351,"Neusser Straße 377, Nippes, 50733 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.969384&mlon=6.952351#map=18/50.969384/6.952351,osm_hausnummer 377–327,50.9681,6.952673,145,19,Nippes,Nippes,,https://www.openstreetmap.org/?mlat=50.968100&mlon=6.952673#map=18/50.968100/6.952673,
S-02,2300,Roggendorf/Thenhoven,"Bruchstraße, Höhe Haus 98-76",in Fahrtrichtung Sankt-Tönnis-Str.,hausnummer,51.047435,6.854951,"Bruchstraße 98, 50769 Köln, Deutschland",https://www.openstreetmap.org/?mlat=51.047435&mlon=6.854951#map=18/51.047435/6.854951,osm_hausnummer 98–76,51.047897,6.854636,56,13,Roggendorf/Thenhoven,Roggendorf/Thenhoven,,https://www.openstreetmap.org/?mlat=51.047897&mlon=6.854636#map=18/51.047897/6.854636,
S-02,2301,Zollstock,"Kalscheurer Weg,Lat.17-41",in Fahrtrichtung Oberer Komarweg,strasse,50.900202,6.93425,"Kalscheurer Weg, Indianersiedlung Zollstock, 50969 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.900202&mlon=6.934250#map=18/50.900202/6.934250,osm_strasse (±630 m),50.902662,6.937371,350,1,Zollstock,Zollstock,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.902662&mlon=6.937371#map=18/50.902662/6.937371,
S-02,2302,Bickendorf,"Vitalisstraße,ggüb Lat.62-46",in Fahrtrichtung Vogelsanger Straße,stadtteil,50.959889,6.901151,"Bickendorf, Köln, NW, Deutschland",https://www.openstreetmap.org/?mlat=50.959889&mlon=6.901151#map=18/50.959889/6.901151,osm_strasse (±800 m),50.951157,6.894548,1076,301,Bickendorf,Bickendorf,genauigkeit=stadtteil; 301 m neben der Straße,https://www.openstreetmap.org/?mlat=50.951157&mlon=6.894548#map=18/50.951157/6.894548,"50.951157,6.894548 · OSM-Abgleich: Geocoder fand nur den Stadtteil; ersetzt durch OSM-Straßenmitte im Stadtteil (±800 m)"
